ID,Name,City,Region,Applied,Admitted,Enrolled
SEGERSTROM HIGH SCHOOL54018,SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,86,24,4
SEOUL INTERNATIONAL SCHOOL682385,SEOUL INTERNATIONAL SCHOOL,,,67,32,3
SEQUOIA HIGH SCHOOL52605,SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,75,21,4
SERRA HIGH52891,SERRA HIGH,San Diego,San Diego,80,26,12
SERRANO HIGH SCHOOL52437,SERRANO HIGH SCHOOL,Phelan,San Bernardino,34,14,4
SERVITE HIGH SCHOOL50088,SERVITE HIGH SCHOOL,Anaheim,Orange,51,16,4
SHADOW HILLS HIGH SCHOOL54345,SHADOW HILLS HIGH SCHOOL,Indio,Riverside,42,11,4
SHANDONG EXPERIMENTAL HIGH SCH694446,SHANDONG EXPERIMENTAL HIGH SCH,,,74,23,5
SHANGHAI AMERICAN SCH PUDONG694322,SHANGHAI AMERICAN SCH PUDONG,,,43,23,3
SHANGHAI HIGH SCHOOL INTL DIV694242,SHANGHAI HIGH SCHOOL INTL DIV,,,85,35,5
SHANGHAI SMIC PRIVATE SCHOOL694240,SHANGHAI SMIC PRIVATE SCHOOL,,,31,14,3
SHANGHAI STARRIVER BILINGUAL694545,SHANGHAI STARRIVER BILINGUAL,,,62,23,4
SHANGHAI UNITED INTRNTL SCHOOL694510,SHANGHAI UNITED INTRNTL SCHOOL,,,35,9,3
SHANGHAI WORLD FOREIGN LANG MS694434,SHANGHAI WORLD FOREIGN LANG MS,,,151,55,3
SHATIN COLLEGE670884,SHATIN COLLEGE,,,5,3,3
SHENZHEN HOUDE ACADEMY694026,SHENZHEN HOUDE ACADEMY,,,23,8,4
SHENZHEN SENIOR HIGH SCHOOL694603,SHENZHEN SENIOR HIGH SCHOOL,,,51,15,3
SHENZHEN VANKE MEISHA ACADEMY694657,SHENZHEN VANKE MEISHA ACADEMY,,,79,20,12
SHERMAN OAKS CTR ENRCHED STDS52617,SHERMAN OAKS CTR ENRCHED STDS,Reseda,Los Angeles,68,15,3
SIERRA CANYON SCHOOL54038,SIERRA CANYON SCHOOL,Chatsworth,Los Angeles,43,17,6
SILVER CREEK HIGH SCHOOL53100,SILVER CREEK HIGH SCHOOL,San Jose,Santa Clara,96,28,5
SIMI VALLEY HIGH SCHOOL53380,SIMI VALLEY HIGH SCHOOL,Simi Valley,Ventura,62,23,3
SKYLINE HIGH SCHOOL480501,SKYLINE HIGH SCHOOL,Sammamish,WA,69,51,4
SOAR HIGH SCHOOL51869,SOAR HIGH SCHOOL,Lancaster,Los Angeles,48,16,4
SONORA HIGH SCHOOL51327,SONORA HIGH SCHOOL,La Habra,Orange,44,15,3
SOUTH HIGH SCHOOL50223,SOUTH HIGH SCHOOL,Bakersfield,Kern,30,12,4
SOUTH HIGH SCHOOL53522,SOUTH HIGH SCHOOL,Torrance,Los Angeles,139,43,12
SOUTH HILLS HIGH SCHOOL50704,SOUTH HILLS HIGH SCHOOL,West Covina,Los Angeles,40,9,4
SOUTH PASADENA HIGH SCHOOL53410,SOUTH PASADENA HIGH SCHOOL,South Pasadena,Los Angeles,108,41,8
SOUTHLANDS CHRISTIAN HS53681,SOUTHLANDS CHRISTIAN HS,Walnut,Los Angeles,35,13,4
SOUTHSIDE CHRISTIAN SCHOOL410907,SOUTHSIDE CHRISTIAN SCHOOL,Simpsonville,SC,5,4,3
SOUTHWEST HIGH SCHOOL50816,SOUTHWEST HIGH SCHOOL,El Centro,Imperial,46,20,8
SOUTHWEST HIGH SCHOOL52892,SOUTHWEST HIGH SCHOOL,San Diego,San Diego,72,26,11
SOUTHWESTERN ACADEMY53161,SOUTHWESTERN ACADEMY,San Marino,Los Angeles,8,4,3
STEELE CANYON HIGH SCHOOL53613,STEELE CANYON HIGH SCHOOL,Spring Valley,San Diego,78,33,15
STOCKDALE HIGH SCHOOL50217,STOCKDALE HIGH SCHOOL,Bakersfield,Kern,85,39,9
SUFFIELD ACADEMY70765,SUFFIELD ACADEMY,Suffield,CT,12,8,3
SUMMIT HIGH SCHOOL50897,SUMMIT HIGH SCHOOL,Fontana,San Bernardino,60,17,4
SUNNY HILLS HIGH SCHOOL51008,SUNNY HILLS HIGH SCHOOL,Fullerton,Orange,162,50,8
SWEETWATER UNION HIGH SCHOOL52105,SWEETWATER UNION HIGH SCHOOL,National City,San Diego,95,51,33
SYLMAR HIGH SCHOOL52908,SYLMAR HIGH SCHOOL,Sylmar,Los Angeles,32,14,4
TAIPEI AMERICAN SCHOOL694210,TAIPEI AMERICAN SCHOOL,,,76,31,6
TAIPEI WEGO PRIVATE SENIOR HS694536,TAIPEI WEGO PRIVATE SENIOR HS,,,36,20,5
TAIWAN990011,TAIWAN,,,74,23,4
TAMALPAIS HIGH SCHOOL51975,TAMALPAIS HIGH SCHOOL,Mill Valley,Marin,124,45,6
TEMECULA VALLEY HIGH SCHOOL53499,TEMECULA VALLEY HIGH SCHOOL,Temecula,Riverside,100,41,17
TEMESCAL CANYON HIGH SCHOOL51402,TEMESCAL CANYON HIGH SCHOOL,Lake Elsinore,Riverside,56,17,10
TEMPLE CITY HIGH SCHOOL53495,TEMPLE CITY HIGH SCHOOL,Temple City,Los Angeles,188,63,19
TERRA LINDA HIGH SCHOOL53231,TERRA LINDA HIGH SCHOOL,San Rafael,Marin,60,21,3
TESORO HIGH SCHOOL53149,TESORO HIGH SCHOOL,Rancho San Margarit,Orange,131,41,7
THE KINGS ACADEMY51514,THE KINGS ACADEMY,Sunnyvale,Santa Clara,65,25,5
THORNTON ACADEMY200875,THORNTON ACADEMY,Saco,ME,13,3,3
THOUSAND OAKS HIGH SCHOOL53502,THOUSAND OAKS HIGH SCHOOL,Thousand Oaks,Ventura,65,30,9
TORRANCE HIGH SCHOOL53523,TORRANCE HIGH SCHOOL,Torrance,Los Angeles,86,41,13
TORREY PINES HIGH SCHOOL50466,TORREY PINES HIGH SCHOOL,San Diego,San Diego,202,86,30
TRABUCO HILLS HIGH SCHOOL51958,TRABUCO HILLS HIGH SCHOOL,Mission Viejo,Orange,82,25,5
TROY HIGH SCHOOL51009,TROY HIGH SCHOOL,Fullerton,Orange,302,94,16
TULARE UNION HIGH SCHOOL53550,TULARE UNION HIGH SCHOOL,Tulare,Tulare,14,5,3
ULYSSES S GRANT HIGH SCHOOL53633,ULYSSES S GRANT HIGH SCHOOL,Van Nuys,Los Angeles,38,15,3
UNITED KINGDOM990077,UNITED KINGDOM,,,151,73,7
UNIVERSITY CITY HIGH52887,UNIVERSITY CITY HIGH,San Diego,San Diego,148,61,29
UNIVERSITY HIGH SCHOOL51825,UNIVERSITY HIGH SCHOOL,Los Angeles,Los Angeles,55,10,4
UNIVERSITY HIGH SCHOOL51984,UNIVERSITY HIGH SCHOOL,Irvine,Orange,278,84,20
UNIVERSITY PREPARATORY54101,UNIVERSITY PREPARATORY,Victorville,San Bernardino,81,27,5
UPLAND HIGH SCHOOL53586,UPLAND HIGH SCHOOL,Upland,San Bernardino,123,40,8
USC HYBRID HIGH COLLEGE PREP54673,USC HYBRID HIGH COLLEGE PREP,Los Angeles,Los Angeles,15,9,3
VACAVILLE HIGH SCHOOL53595,VACAVILLE HIGH SCHOOL,Vacaville,Solano,34,10,4
VALENCIA HIGH SCHOOL52480,VALENCIA HIGH SCHOOL,Placentia,Orange,125,45,15
VALENCIA HIGH SCHOOL53608,VALENCIA HIGH SCHOOL,Valencia,Los Angeles,118,57,15
VALHALLA HIGH SCHOOL50804,VALHALLA HIGH SCHOOL,El Cajon,San Diego,61,20,9
VALLEY CENTER HIGH SCHOOL53695,VALLEY CENTER HIGH SCHOOL,Valley Center,San Diego,28,8,4
VALLEY CHRISTIAN HIGH SCHOOL53338,VALLEY CHRISTIAN HIGH SCHOOL,San Jose,Santa Clara,158,53,7
VALLEY HIGH SCHOOL53243,VALLEY HIGH SCHOOL,Santa Ana,Orange,47,10,3
VALLEY VIEW HIGH SCHOOL52057,VALLEY VIEW HIGH SCHOOL,Moreno Valley,Riverside,66,17,5
VAN NUYS HIGH SCHOOL53635,VAN NUYS HIGH SCHOOL,Van Nuys,Los Angeles,93,35,5
VAUGHN NEXT CENTURY LEARN CTR54015,VAUGHN NEXT CENTURY LEARN CTR,San Fernando,Los Angeles,26,11,4
VENICE HIGH SCHOOL51828,VENICE HIGH SCHOOL,Los Angeles,Los Angeles,72,20,3
VENTURA HIGH SCHOOL53655,VENTURA HIGH SCHOOL,Ventura,Ventura,51,17,3
VILLA PARK HIGH SCHOOL52279,VILLA PARK HIGH SCHOOL,Villa Park,Orange,69,25,10
VILLAGE SCHOOL443605,VILLAGE SCHOOL,Houston,TX,23,12,5
VISTA DEL LAGO HIGH SCHOOL52216,VISTA DEL LAGO HIGH SCHOOL,Moreno Valley,Riverside,55,21,8
VISTA DEL LAGO HIGH SCHOOL54166,VISTA DEL LAGO HIGH SCHOOL,Folsom,Sacramento,103,38,5
VISTA HIGH SCHOOL53675,VISTA HIGH SCHOOL,Vista,San Diego,45,18,11
VISTA MURRIETA HIGH SCHOOL53004,VISTA MURRIETA HIGH SCHOOL,Murrieta,Riverside,126,36,19
VISTAMAR SCHOOL53973,VISTAMAR SCHOOL,El Segundo,Los Angeles,24,11,3
WALNUT HIGH SCHOOL53676,WALNUT HIGH SCHOOL,Walnut,Los Angeles,251,79,20
WARREN HIGH SCHOOL50771,WARREN HIGH SCHOOL,Downey,Los Angeles,69,35,5
WASHINGTON HIGH SCHOOL50972,WASHINGTON HIGH SCHOOL,Fremont,Alameda,124,39,5
WEST CAMPUS HIGH SCHOOL52728,WEST CAMPUS HIGH SCHOOL,Sacramento,Sacramento,40,12,5
WEST CAREER TECHNICAL ACADEMY290244,WEST CAREER TECHNICAL ACADEMY,Las Vegas,NV,24,15,4
WEST COVINA HIGH SCHOOL53738,WEST COVINA HIGH SCHOOL,West Covina,Los Angeles,81,28,6
WEST HIGH SCHOOL53521,WEST HIGH SCHOOL,Torrance,Los Angeles,147,52,12
WEST HILLS HIGH SCHOOL53381,WEST HILLS HIGH SCHOOL,Santee,San Diego,50,17,8
WEST RANCH HIGH SCHOOL53864,WEST RANCH HIGH SCHOOL,Valencia,Los Angeles,131,62,13
WEST VALLEY HIGH SCHOOL51161,WEST VALLEY HIGH SCHOOL,Hemet,Riverside,55,18,6
WESTCHESTER HIGH SCHOOL51830,WESTCHESTER HIGH SCHOOL,Los Angeles,Los Angeles,31,15,4
WESTERN CENTER ACADEMY54764,WESTERN CENTER ACADEMY,Hemet,Riverside,26,13,5
WESTERN SIERRA COLLEGIATE ACAD54379,WESTERN SIERRA COLLEGIATE ACAD,Rocklin,Placer,32,10,3
WESTLAKE HIGH SCHOOL53503,WESTLAKE HIGH SCHOOL,Westlake Village,Ventura,140,54,6
WESTMINSTER HIGH SCHOOL53739,WESTMINSTER HIGH SCHOOL,Westminster,Orange,119,36,6
WESTMONT HIGH SCHOOL53103,WESTMONT HIGH SCHOOL,Campbell,Santa Clara,85,20,3
WESTMOOR HIGH SCHOOL50723,WESTMOOR HIGH SCHOOL,Daly City,San Mateo,48,21,11
WESTVIEW HIGH SCHOOL52986,WESTVIEW HIGH SCHOOL,San Diego,San Diego,224,102,44
WHEATON ACADEMY144385,WHEATON ACADEMY,West Chicago,IL,8,5,3
WHITNEY HIGH SCHOOL53937,WHITNEY HIGH SCHOOL,Rocklin,Placer,49,21,4
WILLIAM HOWARD TAFT HS53806,WILLIAM HOWARD TAFT HS,Woodland Hills,Los Angeles,73,26,3
WILLIAM J PETE KNIGHT HIGH SCH52491,WILLIAM J PETE KNIGHT HIGH SCH,Palmdale,Los Angeles,53,13,6
WILLIAM S HART HIGH SCHOOL52120,WILLIAM S HART HIGH SCHOOL,Newhall,Los Angeles,56,21,5
WILLOW GLEN HIGH SCHOOL53105,WILLOW GLEN HIGH SCHOOL,San Jose,Santa Clara,62,16,4
WILMER AMINA CARTER HS53855,WILMER AMINA CARTER HS,Rialto,San Bernardino,60,26,6
WINSTON CHURCHILL HIGH SCHOOL210839,WINSTON CHURCHILL HIGH SCHOOL,Potomac,MD,25,17,3
WOODBRIDGE HIGH SCHOOL51274,WOODBRIDGE HIGH SCHOOL,Irvine,Orange,196,67,11
WOODCREEK HIGH SCHOOL52598,WOODCREEK HIGH SCHOOL,Roseville,Placer,40,11,3
WOODROW WILSON HIGH SCHOOL51505,WOODROW WILSON HIGH SCHOOL,Long Beach,Los Angeles,104,42,5
WUHAN FOREIGN LANGUAGES SCHOOL694471,WUHAN FOREIGN LANGUAGES SCHOOL,,,141,42,9
XAVIER COLLEGE PREPARATORY HS54103,XAVIER COLLEGE PREPARATORY HS,Palm Desert,Riverside,39,9,4
YORBA LINDA HIGH SCHOOL54321,YORBA LINDA HIGH SCHOOL,Yorba Linda,Orange,103,26,7
YUCAIPA SENIOR HIGH SCHOOL53820,YUCAIPA SENIOR HIGH SCHOOL,Yucaipa,San Bernardino,35,11,3
