Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,160062,28354,14592,320699,13124,0,1971,16700,31795,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,187290,0,13331,318312,19977,0,0,16403,36380,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Retirement,Retirement Administrator,False,False,,77917,311168,,305000,0,0,12814,317814,0,0,24792,0,24792,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,65728,79456,,35698,204462,37099,32022,309281,19049,0,0,19313,38362,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,106829,154234,8639,37715,307417,6479,0,3373,15689,25541,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,94451,157778,7929,40222,300380,22791,0,0,19305,42096,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,153702,8413,17808,297614,0,0,4254,16700,20954,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Emergency Medical Services,Fire Battalion Chief,False,False,,88275,106829,,87312,139105,15638,54084,296139,24733,0,0,6486,31219,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Office Of The Coo,Chief Operating Officer,False,False,,77917,311168,,219778,0,58760,17366,295904,30653,0,14286,0,44939,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,167835,10161,20221,295163,18318,0,0,7025,25343,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,87517,153249,0,51665,292431,0,0,4024,8166,12190,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Office Of The Coo,Chief Operating Officer,False,False,,77917,311168,,228542,0,45665,5937,280144,24591,0,7279,16568,48438,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,173736,3013,6003,279698,18242,0,0,16700,34942,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,7373,146188,0,124375,277936,12855,0,1939,16700,31494,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96545,146729,68,26063,269405,22590,0,0,0,22590,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,123252,6446,17718,265107,22145,0,0,16475,38620,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,106829,124594,63,25659,257145,23224,0,0,15719,38943,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,99355,8825,31230,257101,0,0,4462,6219,10681,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,93989,130912,8154,24007,257062,23666,0,0,19313,42979,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,91666,128808,0,36461,256935,20554,0,0,19313,39867,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Office Of The Mayor,Asst Chief Operations Officer,False,False,,77917,311168,,201773,0,50314,4510,256597,14506,0,2144,16723,33373,1.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Independent Budget Analyst,Independent Budget Analyst,False,False,,63128,239138,,239138,0,0,16001,255139,34810,0,14468,8162,57440,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Emergency Medical Services,Fire Captain,False,False,,75733,91666,,91666,112717,7514,40676,252573,21598,0,0,19313,40911,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 3,False,False,,84552,102170,,74896,108981,12391,53678,249946,11936,0,1816,16700,30452,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Deputy Fire Chief,False,False,,50128,184330,,111965,96707,10450,30739,249861,22360,0,0,6212,28572,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,104848,1516,25546,249601,21400,0,488,14171,36059,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Executive Assistant Police Chief,False,False,,63128,239138,,215120,0,14027,20162,249309,0,0,7119,8106,15225,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Deputy Fire Chief,False,False,,50128,184330,,106007,94953,7131,39211,247302,25559,0,0,14162,39721,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,137848,0,11642,246436,18920,0,0,16700,35620,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,65728,79456,,34544,118054,80189,12803,245590,0,0,2741,8008,10749,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Chief,False,False,,63128,239138,,218754,0,13146,11844,243744,0,0,6672,342,7014,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,9034,56310,242491,34873,0,0,6968,41841,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,38757,123704,0,79953,242414,11590,0,1679,16080,29349,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Chief,False,False,,63128,239138,,229691,0,0,11025,240716,0,0,7601,18655,26256,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,35842,148565,0,55606,240013,17238,0,0,19313,36551,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,94825,119328,4087,21060,239300,0,0,3908,14162,18070,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,205120,0,13374,17626,236120,36892,0,0,18576,55468,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Detective,False,False,,84552,102170,,101795,109996,0,23797,235588,11228,0,1633,621,13482,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 3,False,False,,84552,102170,,101795,105531,460,27758,235544,19689,0,0,0,19689,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,91200,0,26570,235461,0,0,4254,1683,5937,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,79141,8164,30323,235319,29387,0,0,113,29500,3.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Department Of Finance,Department Director,False,False,,63128,239138,,233688,0,0,1147,234835,22417,0,13829,19480,55726,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,85883,80983,56223,11163,234252,0,0,3104,12525,15629,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain-Mast,False,False,,75733,91666,,53237,141014,6942,32908,234101,19514,0,0,5185,24699,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,106829,74495,23602,27874,232800,0,0,4024,19313,23337,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,67859,17275,29857,232682,23875,0,0,5473,29348,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,205120,0,13374,12892,231386,21356,0,3133,18655,43144,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,205120,0,10700,14267,230087,0,0,6788,10751,17539,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,City Attorney,Asst City Attorney,False,False,,77917,311168,,180249,0,36771,13016,230036,20694,0,10951,0,31645,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117123,78594,14309,19675,229701,0,0,4390,16700,21090,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,205120,0,13374,11202,229696,0,0,6788,16677,23465,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,104242,12485,15852,229525,0,0,3587,16700,20287,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Sustainability,Department Director,False,False,,63128,239138,,208083,0,12505,8813,229401,19808,0,2502,8359,30669,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,205120,0,13374,9665,228159,0,0,6788,18655,25443,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Lifeguard Sergeant,False,False,,63336,76565,,76565,114915,0,35831,227311,9785,0,14239,18,24042,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,80133,92317,8495,45502,226447,21048,0,0,19313,40361,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Environmental Services,Environmental Services Dir,False,False,,63128,239138,,208083,0,12505,5329,225917,30904,0,2206,15528,48638,1.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,71905,133385,5217,14612,225119,23430,0,0,19313,42743,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,35469,224744,33976,0,0,7025,41001,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,86654,64696,19304,53580,224234,21115,0,0,0,21115,3.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Public Works & Utilities,Deputy Chief Operations Officer,False,False,,63128,239138,,218754,0,0,4988,223742,27468,0,6505,19480,53453,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Asst Police Chief,False,False,,63128,239138,,203744,0,0,19230,222974,35233,0,0,18735,53968,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,103816,1788,20105,222655,21507,0,0,16700,38207,3.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,32797,222072,34622,0,0,6994,41616,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,51185,152897,407,17209,221698,18220,0,0,13289,31509,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,91666,87636,0,42263,221565,22318,0,0,19313,41631,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,84128,101399,10650,25249,221426,18250,0,0,16700,34950,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,54935,100250,0,65525,220710,22368,0,0,16700,39068,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Public Utilities,Public Utilities Director,False,False,,63128,239138,,210000,0,0,10636,220636,0,0,19320,1683,21003,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Retirement,Investment Officer,False,False,,37024,221125,,221125,0,0,-967,220158,31515,0,13319,16783,61617,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96296,93030,3281,26736,219343,24907,0,0,0,24907,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,64878,120733,139,33427,219177,18375,0,0,12461,30836,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,63907,13585,23926,219109,25339,0,0,16700,42039,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,69222,0,32135,219048,26281,0,0,0,26281,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,29691,218966,18584,0,2841,11072,32497,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Prevention Inspector 2,False,False,,65728,79456,,75679,118997,967,23270,218913,16952,0,0,13398,30350,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,59519,27379,14256,218845,23418,0,0,16700,40118,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Retirement,Asst Retirement Administrator,False,False,,37024,221125,,221125,0,4252,-6604,218773,27631,0,13249,19480,60360,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 3,False,False,,84552,102170,,11251,74226,14809,118463,218749,24617,0,0,16700,41317,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,56159,133784,971,27014,217928,0,0,3592,19313,22905,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Lieutenant,False,False,,125008,149656,,117691,59126,8413,32152,217382,23568,0,0,0,23568,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Prevention Inspector 2,False,False,,65728,79456,,79456,113644,1024,22665,216789,16957,0,0,19276,36233,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,91225,83754,0,41576,216555,25394,0,0,19313,44707,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,70220,95406,887,49881,216394,21063,0,0,19313,40376,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,172022,0,12128,32243,216393,36929,0,0,0,36929,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Detective,False,False,,84552,102170,,101795,84179,16054,13643,215671,11293,0,1683,16700,29676,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Air Operations Chief,False,False,,88275,106829,,106829,72605,8571,27504,215509,0,0,23739,17087,40826,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,26172,215447,16883,0,2843,19700,39426,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,143774,0,11946,59321,215041,32176,0,0,14919,47095,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,106830,463,10705,214944,17553,0,0,16700,34253,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,25455,214730,37172,0,0,19700,56872,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,53861,151817,4099,4797,214574,17510,0,0,19313,36823,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,65728,79456,,38697,141771,414,33634,214516,0,0,22220,7025,29245,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,57370,153785,4099,-865,214389,0,0,3034,19313,22347,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,25021,214296,31999,0,0,19700,51699,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,0,36482,213629,30777,0,947,7156,38880,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Chief Financial Officer,Chief Financial Officer,False,False,,63128,239138,,202738,0,7798,2641,213177,17248,0,2036,19462,38746,1.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,General Services,Deputy Chief Operations Officer,False,False,,63128,239138,,208083,0,0,4882,212965,25178,0,12540,13178,50896,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,62738,105357,14739,29765,212599,19523,0,0,12645,32168,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,64185,9703,20618,212197,24074,0,0,16700,40774,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,74106,115057,4580,18220,211963,1021,0,3556,11194,15771,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117150,55131,15118,24547,211946,28797,0,0,6576,35373,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,117691,55438,13182,25103,211414,22817,0,338,16700,39855,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,88787,3389,22251,211373,17867,0,0,8106,25973,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,175357,0,340,35541,211238,34693,0,0,19700,54393,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Information Technology,Department Director,False,False,,63128,239138,,197413,0,11864,1795,211072,27406,0,2080,19480,48966,1.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Retirement,Retirement General Counsel,False,False,,18990,217922,,212888,0,0,-1943,210945,21782,0,2114,17465,41361,1.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,114215,69127,17203,10340,210885,20133,0,0,12385,32518,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,45160,57765,10524,97431,210880,18468,0,0,16700,35168,3.0% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,65728,79456,,47246,135514,7512,20388,210660,20225,0,0,6624,26849,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,36112,72625,0,101272,210009,21076,0,0,4103,25179,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,175357,0,12128,22359,209844,34890,0,0,19700,54590,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Detective,False,False,,84552,102170,,101795,83610,11606,12565,209576,17090,0,0,6865,23955,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55-No COL Ben,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,12128,19861,209136,19818,0,2841,14919,37578,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Battalion Chief,False,False,,88275,106829,,78673,115935,3767,10598,208973,22365,0,0,19313,41678,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,City Attorney,Asst City Attorney,False,False,,77917,311168,,195270,0,7510,6129,208909,0,0,17559,14913,32472,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,5433,26236,208816,32664,0,0,19700,52364,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,16186,95043,266,97055,208550,19056,0,0,16700,35756,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,177147,0,0,31283,208430,0,0,6132,7818,13950,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,91666,82221,7079,27264,208230,21109,0,0,19313,40422,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Sergeant,False,False,,97718,118123,,116477,76486,255,14808,208026,21770,0,0,16700,38470,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Engineering & Capital Projects,Department Director,False,False,,63128,239138,,192067,0,11543,4027,207637,19809,0,12319,17272,49400,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,91773,88703,10883,15967,207326,16105,0,0,11763,27868,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Planning,Planning Director,False,False,,63128,239138,,186742,0,11223,9287,207252,0,0,18213,6996,25209,N/A,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,96946,90017,4045,15822,206830,19937,0,0,16700,36637,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,172022,0,12128,22635,206785,33618,0,0,19700,53318,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Transportation,Department Director,False,False,,63128,239138,,192067,0,3694,10813,206574,23864,0,11844,7025,42733,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Detective,False,False,,84552,102170,,101795,80770,663,23289,206517,15977,0,703,6624,23304,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Officer 2,False,False,,80517,97302,,78514,54644,10769,62219,206146,19144,0,0,11729,30873,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Police,Police Captain,False,False,,148450,177798,,170309,0,12030,23656,205995,34622,0,0,19700,54322,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,City Attorney,Asst City Attorney,False,False,,77917,311168,,195270,0,0,10716,205986,28087,0,11814,8162,48063,2.5% @ 55,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Helicopter Pilot,False,False,,75733,91666,,84852,91366,0,29419,205637,21465,0,0,7734,29199,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
2020,City,San Diego,Fire-Rescue,Fire Captain,False,False,,75733,91666,,63776,103527,7162,30966,205431,22358,0,0,19313,41671,3.0% @ 50,www.sandiego.gov,1411034,06/29/2021,San Diego,,False,
