player_id,name,season,salary,team,position,draft_pick,draft_year
abdelal01,Alaa Abdelnaby,1990-91,395000,Portland Trail Blazers,Power Forward,25th overall,1990
abdelal01,Alaa Abdelnaby,1991-92,494000,Portland Trail Blazers,Power Forward,25th overall,1990
abdelal01,Alaa Abdelnaby,1992-93,500000,Boston Celtics,Power Forward,25th overall,1990
abdelal01,Alaa Abdelnaby,1993-94,805000,Boston Celtics,Power Forward,25th overall,1990
abdelal01,Alaa Abdelnaby,1994-95,650000,Sacramento Kings,Power Forward,25th overall,1990
abdulka01,Kareem Abdul-Jabbar,1984-85,1530000,Los Angeles Lakers,Center,1st overall,1969
abdulka01,Kareem Abdul-Jabbar,1985-86,2030000,Los Angeles Lakers,Center,1st overall,1969
abdulka01,Kareem Abdul-Jabbar,1987-88,2000000,Los Angeles Lakers,Center,1st overall,1969
abdulka01,Kareem Abdul-Jabbar,1988-89,3000000,Los Angeles Lakers,Center,1st overall,1969
abdulma02,Mahmoud Abdul-Rauf,1990-91,1660000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1991-92,2008000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1992-93,2358000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1993-94,1825000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1994-95,2200000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1995-96,2600000,Denver Nuggets,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1996-97,3100000,Sacramento Kings,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,1997-98,3300000,Sacramento Kings,Point Guard,3rd overall,1990
abdulma02,Mahmoud Abdul-Rauf,2000-01,798500,Vancouver Grizzlies,Point Guard,3rd overall,1990
abdulta01,Tariq Abdul-Wahad,1997-98,1226880,Sacramento Kings,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,1998-99,1411000,Sacramento Kings,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,1999-00,1594920,Denver Nuggets,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2000-01,4500000,Denver Nuggets,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2001-02,5062500,Denver Nuggets,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2002-03,5625000,Dallas Mavericks,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2003-04,6187500,Dallas Mavericks,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2004-05,6750000,Dallas Mavericks,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2005-06,3656250,Dallas Mavericks,Shooting Guard,11th overall,1997
abdulta01,Tariq Abdul-Wahad,2006-07,1968750,Dallas Mavericks,Shooting Guard,11th overall,1997
abdursh01,Shareef Abdur-Rahim,1996-97,2186000,Vancouver Grizzlies,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,1999-00,9000000,Vancouver Grizzlies,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2000-01,10130000,Vancouver Grizzlies,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2001-02,11250000,Atlanta Hawks,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2002-03,12375000,Atlanta Hawks,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2003-04,13500000,Atlanta Hawks,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2004-05,14625000,Portland Trail Blazers,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2005-06,5000000,Sacramento Kings,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2006-07,5400000,Sacramento Kings,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2007-08,5800000,Sacramento Kings,Center and Small Forward and Power Forward,3rd overall,1996
abdursh01,Shareef Abdur-Rahim,2009-10,6600000,Sacramento Kings,Center and Small Forward and Power Forward,3rd overall,1996
abrinal01,Alex Abrines,2016-17,5994764,Oklahoma City Thunder,Shooting Guard,32nd overall,2013
abrinal01,Alex Abrines,2017-18,5725000,Oklahoma City Thunder,Shooting Guard,32nd overall,2013
ackeral01,Alex Acker,2005-06,398762,Detroit Pistons,Shooting Guard,60th overall,2005
ackeral01,Alex Acker,2006-07,839209,Detroit Pistons,Shooting Guard,60th overall,2005
ackeral01,Alex Acker,2008-09,711517,Los Angeles Clippers,Shooting Guard,60th overall,2005
acresma01,Mark Acres,1987-88,75000,Boston Celtics,Center,40th overall,1985
acresma01,Mark Acres,1988-89,300000,Boston Celtics,Center,40th overall,1985
acresma01,Mark Acres,1990-91,437000,Orlando Magic,Center,40th overall,1985
acresma01,Mark Acres,1991-92,547000,Orlando Magic,Center,40th overall,1985
acresma01,Mark Acres,1992-93,250000,Houston Rockets,Center,40th overall,1985
acyqu01,Quincy Acy,2012-13,665000,Toronto Raptors,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2013-14,788872,Toronto Raptors,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2014-15,915243,New York Knicks,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2015-16,981348,Sacramento Kings,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2016-17,1914544,Brooklyn Nets,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2016-17,1050961,Dallas Mavericks,Power Forward and Small Forward,37th overall,2012
acyqu01,Quincy Acy,2017-18,1709538,Brooklyn Nets,Power Forward and Small Forward,37th overall,2012
adamsal01,Alvan Adams,1984-85,500000,Phoenix Suns,Center and Power Forward,4th overall,1975
adamsal01,Alvan Adams,1985-86,600000,Phoenix Suns,Center and Power Forward,4th overall,1975
adamsal01,Alvan Adams,1987-88,675000,Phoenix Suns,Center and Power Forward,4th overall,1975
adamsha01,Hassan Adams,2006-07,412718,New Jersey Nets,Shooting Guard,54th overall,2006
adamsha01,Hassan Adams,2008-09,297163,Los Angeles Clippers,Shooting Guard,54th overall,2006
adamsjo01,Jordan Adams,2014-15,1344120,Memphis Grizzlies,Shooting Guard,22nd overall,2014
adamsjo01,Jordan Adams,2015-16,1404600,Memphis Grizzlies,Shooting Guard,22nd overall,2014
adamsjo01,Jordan Adams,2016-17,1465080,Memphis Grizzlies,Shooting Guard,22nd overall,2014
adamsmi01,Michael Adams,1985-86,85000,Sacramento Kings,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1987-88,160000,Denver Nuggets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1988-89,375000,Denver Nuggets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1990-91,825000,Denver Nuggets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1991-92,1309000,Washington Bullets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1992-93,1309000,Washington Bullets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1993-94,1309000,Washington Bullets,Point Guard,66th overall,1985
adamsmi01,Michael Adams,1994-95,1240000,Charlotte Hornets,Point Guard,66th overall,1985
adamsst01,Steven Adams,2013-14,2090880,Oklahoma City Thunder,Center,12th overall,2013
adamsst01,Steven Adams,2014-15,2184960,Oklahoma City Thunder,Center,12th overall,2013
adamsst01,Steven Adams,2015-16,2279040,Oklahoma City Thunder,Center,12th overall,2013
adamsst01,Steven Adams,2016-17,3140517,Oklahoma City Thunder,Center,12th overall,2013
adamsst01,Steven Adams,2017-18,22471910,Oklahoma City Thunder,Center,12th overall,2013
addisra01,Rafael Addison,1991-92,311000,New Jersey Nets,Small Forward,39th overall,1986
addisra01,Rafael Addison,1992-93,522000,New Jersey Nets,Small Forward,39th overall,1986
addisra01,Rafael Addison,1994-95,250000,Detroit Pistons,Small Forward,39th overall,1986
addisra01,Rafael Addison,1995-96,360000,Charlotte Hornets,Small Forward,39th overall,1986
addisra01,Rafael Addison,1996-97,290000,Charlotte Hornets,Small Forward,39th overall,1986
adebaba01,Bam Adebayo,2017-18,2490360,Miami Heat,Center,14th overall,2017
adrieje01,Jeff Adrien,2010-11,342666,Golden State Warriors,Power Forward,,
adrieje01,Jeff Adrien,2011-12,270427,Houston Rockets,Power Forward,,
adrieje01,Jeff Adrien,2012-13,804131,Charlotte Bobcats,Power Forward,,
adrieje01,Jeff Adrien,2013-14,916099,Charlotte Bobcats,Power Forward,,
adrieje01,Jeff Adrien,2014-15,981084,Houston Rockets,Power Forward,,
afflaar01,Arron Afflalo,2007-08,944520,Detroit Pistons,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2008-09,1015440,Detroit Pistons,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2009-10,1086240,Denver Nuggets,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2010-11,1959577,Denver Nuggets,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2011-12,7562500,Denver Nuggets,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2012-13,7750000,Orlando Magic,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2013-14,7312500,Orlando Magic,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2014-15,7750000,Portland Trail Blazers,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2015-16,8000000,New York Knicks,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2016-17,12500000,Sacramento Kings,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2017-18,1500000,Sacramento Kings,Shooting Guard and Small Forward,27th overall,2007
afflaar01,Arron Afflalo,2017-18,1471382,Orlando Magic,Shooting Guard and Small Forward,27th overall,2007
agerma01,Maurice Ager,2006-07,906480,Dallas Mavericks,Shooting Guard,28th overall,2006
agerma01,Maurice Ager,2007-08,974400,New Jersey Nets,Shooting Guard,28th overall,2006
agerma01,Maurice Ager,2008-09,1042440,New Jersey Nets,Shooting Guard,28th overall,2006
agerma01,Maurice Ager,2010-11,83305,Minnesota Timberwolves,Shooting Guard,28th overall,2006
aguirma01,Mark Aguirre,1984-85,800000,Dallas Mavericks,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1985-86,626240,Dallas Mavericks,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1987-88,715700,Dallas Mavericks,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1988-89,715700,Dallas Mavericks,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1990-91,1115000,Detroit Pistons,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1991-92,1232000,Detroit Pistons,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1992-93,1351000,Detroit Pistons,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1993-94,1471000,Detroit Pistons,Small Forward,1st overall,1981
aguirma01,Mark Aguirre,1993-94,150000,Los Angeles Clippers,Small Forward,1st overall,1981
ahearbl01,Blake Ahearn,2008-09,125562,San Antonio Spurs,Point Guard,,
aingeda01,Danny Ainge,1984-85,400000,Boston Celtics,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1985-86,550000,Boston Celtics,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1987-88,625000,Boston Celtics,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1988-89,675000,Boston Celtics,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1990-91,725000,Portland Trail Blazers,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1991-92,725000,Portland Trail Blazers,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1992-93,1330000,Phoenix Suns,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1993-94,1690000,Phoenix Suns,Shooting Guard and Point Guard,31st overall,1981
aingeda01,Danny Ainge,1994-95,2080000,Phoenix Suns,Shooting Guard and Point Guard,31st overall,1981
ajincal01,Alexis Ajinca,2008-09,1276320,Charlotte Bobcats,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2009-10,1372080,Charlotte Bobcats,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2010-11,1467840,Toronto Raptors,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2014-15,981084,New Orleans Pelicans,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2015-16,4300000,New Orleans Pelicans,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2016-17,4600000,New Orleans Pelicans,Power Forward and Center,20th overall,2008
ajincal01,Alexis Ajinca,2017-18,4961798,New Orleans Pelicans,Power Forward and Center,20th overall,2008
akognjo01,Josh Akognon,2013-14,788872,Memphis Grizzlies,Point Guard,,
alabiso01,Solomon Alabi,2010-11,770000,Toronto Raptors,Center,50th overall,2010
alabiso01,Solomon Alabi,2011-12,830000,Toronto Raptors,Center,50th overall,2010
alarima01,Mark Alarie,1987-88,232500,Washington Bullets,Power Forward,18th overall,1986
alarima01,Mark Alarie,1988-89,250000,Washington Bullets,Power Forward,18th overall,1986
alarima01,Mark Alarie,1990-91,500000,Washington Bullets,Power Forward,18th overall,1986
alarima01,Mark Alarie,1991-92,550000,Washington Bullets,Power Forward,18th overall,1986
aldemfu01,Furkan Aldemir,2014-15,3000000,Philadelphia 76ers,Power Forward,53rd overall,2012
aldemfu01,Furkan Aldemir,2015-16,3000000,Philadelphia 76ers,Power Forward,53rd overall,2012
aldrico01,Cole Aldrich,2010-11,2126520,Oklahoma City Thunder,Center,11th overall,2010
aldrico01,Cole Aldrich,2011-12,2286000,Oklahoma City Thunder,Center,11th overall,2010
aldrico01,Cole Aldrich,2012-13,2445480,Sacramento Kings,Center,11th overall,2010
aldrico01,Cole Aldrich,2014-15,981084,New York Knicks,Center,11th overall,2010
aldrico01,Cole Aldrich,2015-16,1100600,Los Angeles Clippers,Center,11th overall,2010
aldrico01,Cole Aldrich,2016-17,7643979,Minnesota Timberwolves,Center,11th overall,2010
aldrico01,Cole Aldrich,2017-18,7300000,Minnesota Timberwolves,Center,11th overall,2010
aldrila01,LaMarcus Aldridge,2006-07,4027320,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2007-08,4329360,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2008-09,4631400,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2009-10,5844827,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2010-11,11244000,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2011-12,12372000,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2012-13,13500000,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2013-14,14128000,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2014-15,16006000,Portland Trail Blazers,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2015-16,19500000,San Antonio Spurs,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2016-17,20575005,San Antonio Spurs,Power Forward and Center,2nd overall,2006
aldrila01,LaMarcus Aldridge,2017-18,21461010,San Antonio Spurs,Power Forward and Center,2nd overall,2006
alexacl01,Cliff Alexander,2015-16,525093,Portland Trail Blazers,Power Forward,,
alexacl01,Cliff Alexander,2016-17,51449,Brooklyn Nets,Power Forward,,
alexaco01,Cory Alexander,1995-96,490000,San Antonio Spurs,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,1996-97,521000,San Antonio Spurs,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,1997-98,562380,San Antonio Spurs,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,1999-00,1980000,Denver Nuggets,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,2000-01,2160000,Denver Nuggets,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,2001-02,1995741,Denver Nuggets,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,2002-03,2149259,Denver Nuggets,Shooting Guard and Point Guard,29th overall,1995
alexaco01,Cory Alexander,2003-04,2302778,Denver Nuggets,Shooting Guard and Point Guard,29th overall,1995
alexaco02,Courtney Alexander,2000-01,1319400,Dallas Mavericks,Point Guard and Shooting Guard,13th overall,2000
alexaco02,Courtney Alexander,2001-02,1418400,Washington Wizards,Point Guard and Shooting Guard,13th overall,2000
alexaco02,Courtney Alexander,2002-03,1517280,New Orleans Hornets,Point Guard and Shooting Guard,13th overall,2000
alexaco02,Courtney Alexander,2003-04,2168193,New Orleans Hornets,Point Guard and Shooting Guard,13th overall,2000
alexaco02,Courtney Alexander,2004-05,79029,Sacramento Kings,Point Guard and Shooting Guard,13th overall,2000
alexaga01,Gary Alexander,1994-95,150000,Cleveland Cavaliers,Power Forward,,
alexajo01,Joe Alexander,2008-09,2403120,Milwaukee Bucks,Small Forward,8th overall,2008
alexajo01,Joe Alexander,2009-10,2583360,Chicago Bulls,Small Forward,8th overall,2008
alexajo01,Joe Alexander,2010-11,90465,New Orleans Hornets,Small Forward,8th overall,2008
alexavi01,Victor Alexander,1991-92,750000,Golden State Warriors,Center,17th overall,1991
alexavi01,Victor Alexander,1992-93,942000,Golden State Warriors,Center,17th overall,1991
alexavi01,Victor Alexander,1993-94,1160000,Golden State Warriors,Center,17th overall,1991
alexavi01,Victor Alexander,1994-95,1377500,Golden State Warriors,Center,17th overall,1991
alexavi01,Victor Alexander,1995-96,1595000,Toronto Raptors,Center,17th overall,1991
alexavi01,Victor Alexander,2001-02,653350,Detroit Pistons,Center,17th overall,1991
alforst01,Steve Alford,1987-88,100000,Dallas Mavericks,Point Guard,26th overall,1987
alforst01,Steve Alford,1988-89,150000,Golden State Warriors,Point Guard,26th overall,1987
alforst01,Steve Alford,1990-91,250000,Dallas Mavericks,Point Guard,26th overall,1987
allenja01,Jarrett Allen,2017-18,1713720,Brooklyn Nets,Center,22nd overall,2017
allenje01,Jerome Allen,1995-96,200000,Minnesota Timberwolves,Shooting Guard,49th overall,1995
allenje01,Jerome Allen,1996-97,247500,Indiana Pacers,Shooting Guard,49th overall,1995
allenje01,Jerome Allen,1997-98,35000,Cleveland Cavaliers,Shooting Guard,49th overall,1995
allenje01,Jerome Allen,1999-00,510000,Milwaukee Bucks,Shooting Guard,49th overall,1995
allenla01,Lavoy Allen,2011-12,473604,Philadelphia 76ers,Power Forward and Center,50th overall,2011
allenla01,Lavoy Allen,2012-13,3000000,Philadelphia 76ers,Power Forward and Center,50th overall,2011
allenla01,Lavoy Allen,2013-14,3060000,Philadelphia 76ers,Power Forward and Center,50th overall,2011
allenla01,Lavoy Allen,2014-15,948163,Indiana Pacers,Power Forward and Center,50th overall,2011
allenla01,Lavoy Allen,2015-16,3700000,Indiana Pacers,Power Forward and Center,50th overall,2011
allenla01,Lavoy Allen,2016-17,4000000,Indiana Pacers,Power Forward and Center,50th overall,2011
allenma01,Malik Allen,2001-02,332817,Miami Heat,Power Forward,,
allenma01,Malik Allen,2002-03,512435,Miami Heat,Power Forward,,
allenma01,Malik Allen,2003-04,1510000,Miami Heat,Power Forward,,
allenma01,Malik Allen,2004-05,1950625,Miami Heat,Power Forward,,
allenma01,Malik Allen,2005-06,1670000,Chicago Bulls,Power Forward,,
allenma01,Malik Allen,2006-07,1803600,Chicago Bulls,Power Forward,,
allenma01,Malik Allen,2007-08,998398,Dallas Mavericks,Power Forward,,
allenma01,Malik Allen,2008-09,1300000,Milwaukee Bucks,Power Forward,,
allenma01,Malik Allen,2009-10,1300000,Denver Nuggets,Power Forward,,
allenma01,Malik Allen,2010-11,1229255,Orlando Magic,Power Forward,,
allenra02,Ray Allen,1996-97,1785000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,1997-98,2052360,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,1998-99,2320000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,1999-00,9000000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2000-01,10130000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2001-02,11250000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2002-03,12375000,Milwaukee Bucks,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2003-04,13500000,Seattle SuperSonics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2004-05,14625000,Seattle SuperSonics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2005-06,13223140,Seattle SuperSonics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2006-07,14611570,Seattle SuperSonics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2007-08,16000000,Boston Celtics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2008-09,18388430,Boston Celtics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2009-10,18776860,Boston Celtics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2010-11,10000000,Boston Celtics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2011-12,10000000,Boston Celtics,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2012-13,3090000,Miami Heat,Shooting Guard,5th overall,1996
allenra02,Ray Allen,2013-14,3229050,Miami Heat,Shooting Guard,5th overall,1996
allento01,Tony Allen,2004-05,901920,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2005-06,969696,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2006-07,1037280,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2007-08,1868141,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2008-09,2500000,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2009-10,2500000,Boston Celtics,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2010-11,3000000,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2011-12,3150000,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2012-13,3300000,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2013-14,4494382,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2014-15,4831461,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2015-16,5168539,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2016-17,5505618,Memphis Grizzlies,Shooting Guard and Small Forward and Point Guard,25th overall,2004
allento01,Tony Allen,2017-18,1471382,Chicago Bulls,Shooting Guard and Small Forward and Point Guard,25th overall,2004
almonmo01,Morris Almond,2007-08,1005960,Utah Jazz,Shooting Guard,25th overall,2007
almonmo01,Morris Almond,2008-09,1081440,Utah Jazz,Shooting Guard,25th overall,2007
alstode01,Derrick Alston,1994-95,150000,Philadelphia 76ers,Center,33rd overall,1994
alstode01,Derrick Alston,1995-96,350000,Philadelphia 76ers,Center,33rd overall,1994
alstora01,Rafer Alston,1999-00,301875,Milwaukee Bucks,Point Guard,39th overall,1998
alstora01,Rafer Alston,2000-01,423500,Milwaukee Bucks,Point Guard,39th overall,1998
alstora01,Rafer Alston,2001-02,625000,Milwaukee Bucks,Point Guard,39th overall,1998
alstora01,Rafer Alston,2002-03,37344,Toronto Raptors,Point Guard,39th overall,1998
alstora01,Rafer Alston,2003-04,688679,Miami Heat,Point Guard,39th overall,1998
alstora01,Rafer Alston,2004-05,3500000,Toronto Raptors,Point Guard,39th overall,1998
alstora01,Rafer Alston,2005-06,3850000,Houston Rockets,Point Guard,39th overall,1998
alstora01,Rafer Alston,2006-07,4200000,Houston Rockets,Point Guard,39th overall,1998
alstora01,Rafer Alston,2007-08,4550000,Houston Rockets,Point Guard,39th overall,1998
alstora01,Rafer Alston,2008-09,4900000,Orlando Magic,Point Guard,39th overall,1998
alstora01,Rafer Alston,2009-10,4300000,New Jersey Nets,Point Guard,39th overall,1998
alstora01,Rafer Alston,2009-10,753133,Miami Heat,Point Guard,39th overall,1998
amaecjo01,John Amaechi,1995-96,200000,Cleveland Cavaliers,Power Forward and Center,,
amaecjo01,John Amaechi,1999-00,385000,Orlando Magic,Power Forward and Center,,
amaecjo01,John Amaechi,2000-01,600000,Orlando Magic,Power Forward and Center,,
amaecjo01,John Amaechi,2001-02,2175000,Utah Jazz,Power Forward and Center,,
amaecjo01,John Amaechi,2002-03,2392500,Utah Jazz,Power Forward and Center,,
amaecjo01,John Amaechi,2003-04,2610000,New York Knicks,Power Forward and Center,,
amaecjo01,John Amaechi,2004-05,1200000,New York Knicks,Power Forward and Center,,
amayaas01,Ashraf Amaya,1995-96,225000,Vancouver Grizzlies,Power Forward,,
amayaas01,Ashraf Amaya,1996-97,247500,Washington Bullets,Power Forward,,
aminual01,Al-Farouq Aminu,2010-11,2563320,Los Angeles Clippers,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2011-12,2755560,New Orleans Hornets,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2012-13,2947800,New Orleans Hornets,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2013-14,3700000,New Orleans Pelicans,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2014-15,981084,Dallas Mavericks,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2015-16,7500000,Portland Trail Blazers,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2016-17,7680965,Portland Trail Blazers,Power Forward and Small Forward,8th overall,2010
aminual01,Al-Farouq Aminu,2017-18,7319035,Portland Trail Blazers,Power Forward and Small Forward,8th overall,2010
amundlo01,Lou Amundson,2006-07,105696,Philadelphia 76ers,Power Forward,,
amundlo01,Lou Amundson,2006-07,75000,Sacramento Kings,Power Forward,,
amundlo01,Lou Amundson,2006-07,35232,Utah Jazz,Power Forward,,
amundlo01,Lou Amundson,2007-08,687456,Philadelphia 76ers,Power Forward,,
amundlo01,Lou Amundson,2008-09,797581,Phoenix Suns,Power Forward,,
amundlo01,Lou Amundson,2009-10,855189,Phoenix Suns,Power Forward,,
amundlo01,Lou Amundson,2010-11,2225000,Golden State Warriors,Power Forward,,
amundlo01,Lou Amundson,2011-12,2403000,Indiana Pacers,Power Forward,,
amundlo01,Lou Amundson,2012-13,1069509,Minnesota Timberwolves,Power Forward,,
amundlo01,Lou Amundson,2014-15,409167,New York Knicks,Power Forward,,
amundlo01,Lou Amundson,2015-16,1650000,New York Knicks,Power Forward,,
amundlo01,Lou Amundson,2016-17,1551659,New York Knicks,Power Forward,,
anderch01,Chris Andersen,2001-02,288171,Denver Nuggets,Power Forward and Center,,
